"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C02_001E","S1901_C02_001M","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C01_002E","S1901_C01_002M","S1901_C02_002E","S1901_C02_002M","S1901_C03_002E","S1901_C03_002M","S1901_C04_002E","S1901_C04_002M","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C03_003E","S1901_C03_003M","S1901_C04_003E","S1901_C04_003M","S1901_C01_004E","S1901_C01_004M","S1901_C02_004E","S1901_C02_004M","S1901_C03_004E","S1901_C03_004M","S1901_C04_004E","S1901_C04_004M","S1901_C01_005E","S1901_C01_005M","S1901_C02_005E","S1901_C02_005M","S1901_C03_005E","S1901_C03_005M","S1901_C04_005E","S1901_C04_005M","S1901_C01_006E","S1901_C01_006M","S1901_C02_006E","S1901_C02_006M","S1901_C03_006E","S1901_C03_006M","S1901_C04_006E","S1901_C04_006M","S1901_C01_007E","S1901_C01_007M","S1901_C02_007E","S1901_C02_007M","S1901_C03_007E","S1901_C03_007M","S1901_C04_007E","S1901_C04_007M","S1901_C01_008E","S1901_C01_008M","S1901_C02_008E","S1901_C02_008M","S1901_C03_008E","S1901_C03_008M","S1901_C04_008E","S1901_C04_008M","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010E","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C01_011E","S1901_C01_011M","S1901_C02_011E","S1901_C02_011M","S1901_C03_011E","S1901_C03_011M","S1901_C04_011E","S1901_C04_011M","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C03_012E","S1901_C03_012M","S1901_C04_012E","S1901_C04_012M","S1901_C01_013E","S1901_C01_013M","S1901_C02_013E","S1901_C02_013M","S1901_C03_013E","S1901_C03_013M","S1901_C04_013E","S1901_C04_013M","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C04_014M","S1901_C01_015E","S1901_C01_015M","S1901_C02_015E","S1901_C02_015M","S1901_C03_015E","S1901_C03_015M","S1901_C04_015E","S1901_C04_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M"
"8600000US19141","ZCTA5 19141","12666","450","6931","512","2234","268","5735","453","17.0","2.3","10.8","3.1","3.9","3.0","24.6","3.8","8.2","1.9","5.3","2.3","4.7","3.7","12.4","3.4","16.2","2.4","15.0","3.7","4.0","3.3","18.5","3.1","12.4","2.2","13.1","3.1","5.6","3.6","12.5","3.3","13.6","2.4","13.8","3.5","15.9","6.0","13.0","3.6","14.2","2.2","15.5","3.1","19.4","5.7","11.5","3.0","7.8","1.8","11.9","2.9","19.5","6.5","3.2","1.4","8.0","1.9","11.6","2.9","20.2","7.2","2.7","1.9","1.4","0.9","1.5","1.1","3.1","2.7","0.9","1.0","1.1","0.7","1.6","1.2","3.7","3.1","0.5","0.6","31018","2230","39480","3663","72781","11993","21209","3083","46177","3783","54703","5618","N","N","33618","4969","48.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","53.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.9","(X)"
"8600000US19142","ZCTA5 19142","9678","406","5684","450","2034","337","3994","390","20.9","3.3","14.3","3.3","3.6","2.5","32.4","6.2","8.6","2.0","5.9","1.8","2.6","2.6","12.5","3.9","13.5","2.3","11.0","3.2","6.2","3.0","17.8","4.3","13.7","2.3","14.9","2.9","14.8","5.7","12.6","4.0","12.8","2.6","15.6","3.7","11.9","4.6","8.9","3.5","16.2","3.0","19.3","4.5","29.5","7.8","11.2","4.4","8.2","2.0","10.3","3.1","17.8","7.0","3.3","2.5","5.1","1.8","7.6","2.8","11.3","5.3","0.9","1.3","0.5","0.4","0.6","0.5","1.6","1.4","0.1","0.2","0.4","0.3","0.6","0.5","0.5","1.0","0.3","0.4","30431","2837","39421","4080","57792","5247","16843","2675","39360","2623","47247","3597","N","N","25569","3602","59.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","55.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","63.5","(X)"
"8600000US19143","ZCTA5 19143","25508","579","12459","600","4268","365","13049","667","14.8","1.8","9.3","1.8","2.7","1.7","20.9","3.0","10.5","1.5","8.2","2.2","4.5","2.4","13.0","2.2","14.0","1.5","13.1","2.4","8.5","3.1","15.2","2.2","12.6","1.3","12.6","2.0","5.2","2.0","13.2","1.8","14.5","1.7","14.0","2.0","11.5","2.8","14.5","2.3","15.3","1.7","16.5","2.5","17.1","4.6","14.0","2.3","8.2","1.1","11.7","1.6","17.9","3.2","4.0","1.0","5.6","0.9","7.7","1.6","15.8","3.5","3.4","0.9","2.8","0.7","4.3","1.3","10.4","3.2","1.0","0.7","1.8","0.4","2.5","0.8","6.5","2.1","0.9","0.4","33351","1807","41636","2918","75455","5934","25467","1740","48615","2481","59220","3923","N","N","36809","3073","56.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","60.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","51.8","(X)"
"8600000US19144","ZCTA5 19144","17544","528","7871","428","3497","348","9673","578","18.9","2.3","10.7","2.7","5.3","2.8","26.3","3.3","8.4","1.3","4.7","1.8","1.5","1.1","10.7","2.0","13.0","1.9","11.1","2.7","7.7","2.7","14.8","2.4","10.7","1.6","11.2","2.5","6.7","2.0","10.4","2.2","13.7","2.0","13.3","3.0","12.2","3.6","13.9","2.6","13.9","1.9","18.9","3.4","16.8","4.9","10.5","2.2","7.9","1.4","10.9","2.7","17.7","4.7","5.8","1.5","9.0","1.8","12.0","2.4","18.4","3.5","5.8","2.0","2.6","0.8","4.5","1.5","8.0","2.9","0.7","0.5","1.9","0.6","2.8","1.2","5.7","2.6","1.0","0.8","33786","3492","49255","3861","74665","9281","23225","2967","49886","2499","64441","4568","N","N","36514","2460","44.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","52.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.6","(X)"
"8600000US19145","ZCTA5 19145","18329","482","10467","533","5944","449","7862","527","11.6","2.2","9.0","2.4","4.3","2.3","15.9","3.6","5.8","1.3","3.5","1.5","1.5","1.0","9.3","2.2","15.1","2.1","10.6","2.8","4.8","2.0","20.8","3.4","8.5","1.6","7.8","2.3","6.6","2.8","9.5","2.4","13.8","1.9","17.0","2.9","15.8","3.6","10.9","2.3","16.6","2.2","16.5","2.6","18.5","3.9","16.2","3.3","10.8","1.8","11.6","2.4","13.2","3.6","8.8","2.4","11.1","1.8","14.7","2.8","20.6","4.3","6.2","2.2","3.6","0.9","5.2","1.5","7.9","2.5","1.2","0.7","3.0","1.0","4.1","1.4","6.8","2.6","1.3","1.0","42009","3935","52377","3986","73109","8326","29117","3972","63142","4645","73385","5941","N","N","47741","8275","44.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.6","(X)"
"8600000US19146","ZCTA5 19146","16967","508","7349","511","4211","424","9618","490","10.1","1.7","4.4","2.0","0.2","0.2","14.5","2.4","5.7","1.3","2.9","1.4","0.5","0.5","7.7","2.1","9.6","1.6","9.3","2.6","5.0","3.0","10.2","2.2","6.4","1.5","6.4","1.8","3.6","2.1","7.0","2.1","9.5","1.6","10.9","2.7","5.3","2.7","8.7","1.8","14.1","2.0","11.3","2.4","7.7","2.3","16.1","2.8","9.6","1.7","10.1","2.6","11.8","3.9","9.6","2.1","15.2","2.1","16.9","2.8","23.1","4.3","13.6","2.7","8.1","1.3","10.3","2.2","16.0","3.8","5.6","1.5","11.6","1.5","17.5","2.5","26.8","3.7","6.9","1.6","63524","4236","85906","8542","135091","12459","51886","4419","97697","5334","121920","8906","N","N","76341","6364","39.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","44.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.0","(X)"
"8600000US19147","ZCTA5 19147","17079","414","7776","348","5965","359","9303","459","4.0","1.1","3.2","1.2","1.7","1.1","4.9","1.8","4.6","1.2","2.3","1.4","1.8","1.6","6.5","1.7","7.2","1.3","6.8","1.8","3.7","1.4","7.5","1.8","7.3","1.3","5.9","1.8","4.4","1.8","8.6","1.8","10.5","1.6","9.5","2.6","6.5","2.4","11.6","2.1","15.1","1.7","11.4","2.5","9.9","2.8","18.7","2.4","12.7","1.7","10.6","2.2","11.5","2.5","13.6","2.3","13.9","1.5","14.8","2.1","16.6","2.4","13.2","2.3","10.0","1.6","12.6","2.2","15.5","2.7","7.5","1.7","14.8","1.4","23.0","2.5","28.5","3.2","7.9","1.8","77695","3307","101415","14221","133923","8770","64906","5540","111468","4833","138960","8040","N","N","87338","5326","31.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.6","(X)"
"8600000US19148","ZCTA5 19148","19610","373","11127","602","6676","554","8483","591","9.2","1.5","7.6","2.2","3.6","1.8","12.9","2.5","5.0","1.2","3.7","1.4","3.7","2.3","6.9","1.8","11.1","1.7","10.0","2.4","7.1","2.8","14.3","2.8","10.7","1.8","10.4","2.5","8.1","2.6","11.2","2.3","11.8","1.8","11.9","2.2","9.9","2.4","11.2","2.6","20.3","2.2","18.7","2.4","19.0","3.5","20.8","3.5","11.5","1.7","12.7","2.4","13.2","3.0","9.6","2.1","12.5","1.8","15.6","2.4","22.3","3.7","7.8","2.1","4.7","1.1","5.2","1.6","7.7","2.5","3.3","1.5","3.3","1.0","4.2","1.5","5.3","2.1","2.0","1.1","52584","3044","57575","2842","72740","7200","41134","6873","67585","3352","74256","5310","N","N","55664","4920","41.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","45.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.6","(X)"
"8600000US19149","ZCTA5 19149","18950","456","13476","572","7306","451","5474","445","6.7","1.4","5.2","1.6","2.0","1.2","13.3","3.5","4.5","1.4","3.9","1.7","2.6","1.9","7.7","2.8","15.2","2.3","13.3","2.3","10.2","2.7","20.0","4.3","12.3","1.8","12.5","2.0","12.7","2.5","13.1","3.7","16.8","2.4","18.3","3.0","14.4","3.2","14.0","3.7","20.0","2.2","21.1","2.6","24.0","3.7","14.9","3.5","11.1","1.9","10.5","2.0","11.7","3.0","10.5","3.4","9.3","1.5","10.9","1.9","15.8","3.1","5.1","2.7","2.4","1.0","2.3","1.2","3.6","1.9","0.6","0.6","1.8","0.7","2.0","0.9","2.9","1.3","0.8","0.7","45126","2219","47180","2994","56384","3418","31157","4098","56674","2355","58732","2971","N","N","44407","5285","45.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","45.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.2","(X)"
"8600000US19150","ZCTA5 19150","9551","314","5136","322","2216","263","4415","358","8.5","1.9","6.3","2.1","5.8","2.9","11.1","3.2","4.1","1.4","3.2","1.9","1.2","1.6","5.8","2.2","14.2","2.5","7.6","2.4","6.6","3.8","21.9","4.6","11.1","2.0","10.7","2.7","5.2","3.1","11.6","3.3","15.4","2.3","13.2","3.5","10.1","4.3","18.5","4.0","18.8","2.7","20.3","3.5","20.3","5.9","19.1","4.3","14.4","2.4","18.0","3.2","20.1","5.4","7.7","2.8","9.8","2.1","14.3","3.1","19.9","5.3","4.1","2.8","2.5","1.1","4.4","2.1","6.5","3.2","0.0","0.6","1.1","0.6","1.9","1.0","4.3","2.1","0.2","0.3","46150","3223","61868","4834","76023","6598","34624","4123","57626","3266","70363","4904","N","N","41205","3343","49.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","54.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.6","(X)"
"8600000US19151","ZCTA5 19151","11899","347","7264","462","3366","405","4635","491","9.7","2.1","5.7","1.8","3.0","2.1","17.6","4.5","3.7","1.1","4.0","1.9","4.9","3.1","4.4","2.0","12.4","2.7","9.3","3.1","3.9","3.2","18.0","4.8","13.3","2.6","14.1","3.6","4.9","2.6","14.0","4.4","12.8","2.7","10.2","3.2","8.9","3.9","15.7","4.2","18.0","2.5","19.1","4.5","17.3","5.5","18.2","3.7","9.5","1.7","10.7","2.4","12.1","4.2","6.3","2.7","13.8","2.6","16.2","3.7","27.5","6.4","5.6","3.8","4.2","1.4","6.8","2.3","11.3","3.8","0.2","0.3","2.4","0.9","3.9","1.5","6.3","2.9","0.2","0.2","48369","2414","54481","3058","89879","11852","32355","4557","63244","3609","73945","4967","N","N","41618","5237","50.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","52.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.5","(X)"
"8600000US19152","ZCTA5 19152","13142","323","8377","416","6191","461","4765","414","8.9","2.1","3.6","1.7","3.6","2.0","18.6","5.0","3.9","1.3","2.4","1.2","1.4","1.1","7.0","3.3","10.2","2.0","7.5","2.2","7.6","2.5","14.6","3.9","12.0","1.7","9.5","2.3","9.1","2.6","17.9","3.9","13.2","2.6","13.0","3.4","8.6","3.5","14.3","3.9","20.3","2.8","23.1","3.9","22.1","4.2","15.1","3.3","9.8","2.1","12.8","3.0","13.1","3.4","3.2","1.6","15.1","2.1","19.3","2.9","23.3","3.8","6.5","2.0","4.6","1.3","7.1","1.9","9.2","2.7","0.2","0.4","1.9","1.0","1.6","1.0","1.9","1.2","2.6","2.2","52696","3565","63934","4265","72049","4819","29811","3138","64566","3403","75594","3880","N","N","43138","5469","40.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","41.0","(X)"
"8600000US19153","ZCTA5 19153","5437","255","2858","290","1402","235","2579","277","10.0","3.0","7.6","3.8","3.8","2.8","14.4","5.7","6.7","2.4","6.4","3.7","0.5","0.7","7.8","3.9","12.9","3.3","11.1","3.9","3.7","3.0","16.0","6.1","11.2","3.7","7.2","4.2","9.0","7.4","13.2","5.7","13.0","3.9","15.4","5.6","7.5","4.3","9.9","4.2","18.9","4.2","17.6","5.1","15.8","6.3","19.3","5.8","11.9","3.6","14.2","4.4","23.9","8.7","9.4","5.2","11.4","3.7","14.6","5.0","25.1","9.0","8.0","5.0","3.2","2.2","4.3","3.7","8.1","7.5","2.0","2.2","0.8","0.8","1.6","1.6","2.6","3.1","0.0","1.0","42418","8614","52961","13154","84476","5646","32936","9638","56532","5341","65132","8162","N","N","45946","6220","48.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","46.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","49.4","(X)"
"8600000US19154","ZCTA5 19154","12426","255","8451","371","5987","372","3975","348","3.7","1.2","2.2","1.3","1.2","0.9","7.1","3.0","2.3","1.1","0.7","0.5","0.5","0.5","5.8","3.1","6.1","1.5","3.6","1.4","2.3","1.2","12.2","2.8","11.9","2.1","7.8","1.9","6.2","2.2","20.9","4.8","12.6","2.2","11.6","2.6","10.4","2.5","15.6","4.3","21.6","2.3","21.4","2.6","19.6","3.3","21.5","4.4","14.8","2.2","18.1","2.9","17.5","3.2","8.2","2.4","15.1","2.0","19.1","2.8","22.5","3.6","5.7","2.7","7.0","1.5","9.6","2.0","12.2","2.6","0.8","0.9","5.0","1.1","6.0","1.5","7.6","1.9","2.2","1.7","65082","3206","78027","2931","90453","6534","38349","4444","80612","2656","93803","3715","N","N","49362","4445","40.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","43.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.0","(X)"
